twitter,emoticon,sentiment score,sentiment feature,generalized feature
 I just heard David Eddings died earlier this month,0,-0.5574,very negative,0
 I just hit my face on a box at work n scratched my cheek lol,0,0.4215,positive,2
 I just made a $1k principal payment on my student loans because I realized my monthly payments only go to interest. ):,0,0.0516,positive,2
 i just need my snuggle buddy backkk,0,0,positive,2
 i just poked myself in the face with a Goose feather from my pillow...,0,0,positive,2
 I just restarted my iPod. I should've written down all my apps first.,0,0,positive,2
- I just saw one of the new Camaros &quot;in the wild&quot; for the first time! Cool. ,0,0.3802,positive,2
 i just sneezed with a strepsil in my mouth and nearly choked (n),0,-0.4767,negative,1
 I just waited so long for the finale of gossip girl to download,0,-0.1779,negative,1
 I just wanna curl up and go back to bed!,0,0,positive,2
 I just wanna swim some laps but all the lanes are taken! This sucks.,0,-0.5487,very negative,0
 can't get it off my mind... &lt;/3,0,0,positive,2
 can't get my free haircut today... next week i guess,0,-0.4023,negative,1
 Can't get my hands on a copy of Cap #600 until at least Thursday. Actively avoiding spoilers,0,-0.0258,negative,1
 can't hear the reds game in the tunnel.,0,0,positive,2
 can't sleep again,0,0,positive,2
 Can't sleep and have an exam tomorrow Oh No!,0,-0.3595,negative,1
 Can't sleep.  Watching Royal Pains.  Impressed. - http://royalpains.usanetwork.com/,0,0.0772,positive,2
 can't sleep. But oh well,0,0.2732,positive,2
 can't sleep. Have to be up at 6 in the am. Boo!  Go to sleep flor!!,0,0,positive,2
 can't wait to come home!,0,0,positive,2
 cant wait to see eric and lauras house ,0,0,positive,2
 Cardinals lost...AGAIN!,0,0,positive,2
 Catching up on last weeks Greys... I miss when it was awesome,0,0.5423,very positive,3
- Catching up on some work! looking forward to going out 2night ,0,0,positive,2
 Cavs fizzled,0,0,positive,2
 Cavs lost!!!!! WHY!!!! Magic will lose easily though,0,-0.3544,negative,1
 cheer up shan.,0,0.5106,very positive,3
 chili's doesn't do the awesome blossom any more.,0,-0.5096,very negative,0
 Class is boring,0,-0.3182,negative,1
 cleansed my face &amp;was reminded y I'm a winter not a summer ! I hate the sun . My face is so sore ! My everything is so sore ! ,0,-0.6554,very negative,0
--- click on my name &amp; go look at my profile ,0,0,positive,2
 Climate Progress,0,0.4215,positive,2
 clouds rolling in,0,0,positive,2
- Clumsy 'ol me left an awful scratch scar on my nose while attempting to adjust the googles and freestyling at the same time. ,0,-0.4588,negative,1
 college is over,0,0,positive,2
 Collingwood are playing shiteeeeeeeee atm. Comeee on boysssss!,0,0.2714,positive,2
 Columbus Crew,0,0,positive,2
 come on AppStore Approval. its been almost 18 hrs :p lol,0,0.7675,very positive,3
 comfort foods shall be the death of me - there is dire need of eating less chocolate cake n getting more beauty sleep!,0,-0.1528,negative,1
 company is offering 2nd round of VSS RIF!,0,0,positive,2
 Completo. Just as the bell rings,0,0,positive,2
 confused....,0,0,positive,2
 coolness  http://yfrog.com/06atmfj,0,0,positive,2
 couldnt go with ashley,0,0,positive,2
 cousin not coming because of her senior project which isnt due for another fing 2 weeks &amp; its just an art project..ridiculous!!!,0,0,positive,2
 cracker night! Dinner at tgi Fridays and the cinema  it's gonna be good to awake up without a hangover 2mrw tattoo 2mrw?!,0,0.5399,very positive,3
 craig's a cokehead,0,0,positive,2
 crap day - feel sick and my phone has the battery life of,0,-0.7096,very negative,0
 Currently getting dressed for ballet. Yes I am sitting here in a leotard,0,0.4019,positive,2
 dad is leaving and wont be back til the wedding.,0,0,positive,2
 dad left for turkey already,0,0,positive,2
 daddy passed away june 13,0,0,positive,2
 dag just when i decide to throw that freak em dress on,0,-0.4404,negative,1
 cramps. FUCK YOU. ugh asdfghjkl; in so much pain right now. I should go eat a banana. http://tumblr.com/xzr1wz7ez,0,-0.8913,very negative,0
 CUBASE IS WORKING OH MY GOD,0,0.2732,positive,2
 curiousity killed the cat... so much for wishing for the dream job...,0,-0.3262,negative,1
-- currently at tajur. Boo boo I'm hungweey ,0,0,positive,2
 Currently enjoying the tonight show... I've missed my Conan&lt;3,0,0.296,positive,2
 cuz frankie is going swimming....,0,0,positive,2
 dads in the hosptal (stupid bees),0,0,positive,2
 Dammit,0,0,positive,2
 Damn I have a Cold.,0,-0.4019,negative,1
 damn it twitter UPDATE ME!!!,0,-0.5538,very negative,0
 damn thuderstorms woke me up.. wish my bebe was here with me. I love you RICHARD,0,0.6369,very positive,3
 Dancing no more tonight. I'm EXHAUSTED. ,0,-0.6905,very negative,0
 dang i feel like shit and those &quot;Above the Influence&quot; commercials really grind my gears.,0,-0.2732,negative,1
-- Daniel Powter Bad day http://bit.ly/ezAuU   i m NOT at COLDPLAY 2-nite in NASH...,0,-0.5423,very negative,0
 darn i just found out im getting one of my tooth pulled out tomorrow,0,0,positive,2
-- darn. I forgot to bring a fork to work today...now I'm eating my salad with coffee sticks. ,0,0,positive,2
 David Eddings is dead. I hope he died believing he'd gotten that one story finally told.,0,-0.7184,very negative,0
 David Tennant is dating again. I thought he was saving himself for me. When will I meet some tall dark Scotsman to romance me?,0,0.5574,very positive,3
 Dear all,0,0.3818,positive,2
 def feelin a way. Jus found out a guy my lil brother grew up wit died. Niggas shot him at a party. 19 n gone.. Smh.. Stop the violence,0,-0.8625,very negative,0
 demi is going on tour,0,0,positive,2
 Demi lovato is comming to london so is miley YAY! you lot will see me there trustttt mee still want to know what time itunes gig starts,0,0.7174,very positive,3
 dentist later,0,0,positive,2
 designing away for #f3s - homepage,0,0,positive,2
 did God give up on us?!,0,0.3382,positive,2
 did I miss the hov track. smh I see mad twits about the hov shit.,0,-0.8658,very negative,0
 did you guys hear about the airplane crash? Scary.,0,-0.7096,very negative,0
 Didn't bring connector for camera on trip...saving new photos will have to wait another week...,0,0,positive,2
 Didnt calld Dad,0,0,positive,2
 Didn't do so well on the job today. Made $78. But I learned some valuable skills at the field manager meeting today!,0,0.7297,very positive,3
 didn't get an award but i did get recognized by all the seniors. They said that they are going to watch the plays because of me ,0,0.1469,positive,2
 didn't get my halo-halo but instead have an udon soup to go.,0,0,positive,2
 didn't get to meet bachmann,0,0,positive,2
 didnt sticth today cos was reading on wattpad LOL,0,0.5473,very positive,3
 did't have proper food from morning on...  Liquid diet... Citrus in breakfast &amp; apple shake in lunch... missing home food,0,-0.4404,negative,1
 i just want my compositions back. i was going to work on a waltz/lullaby. stupid gremlins.,0,-0.4767,negative,1
 I just woke up but I wanna go back to sleep,0,0,positive,2
 I keep getting errors on iPhone and it saves okay online but I see nothing,0,-0.0644,negative,1
 I know I know,0,0,positive,2
 i know it could've been a lot worse. But a broken ankle is still enough to worry me.,0,-0.8442,very negative,0
 I like the emo boy in hollyoaks /sad,0,0.3612,positive,2
 I look like a freakshow!! The beautician waxed my eyebrows into oblivion!!,0,0.7067,very positive,3
 i look so beautiful today lol(in my dreams) and yet there is nobody around who wants to do anything ,0,0.6361,very positive,3
 i lost my 021 charger last night ,0,-0.3182,negative,1
 i lost my book while i was sleeping. who does that?!,0,-0.3802,negative,1
 I lost two kids at Youth Group tonight. No joke.,0,-0.3182,negative,1
 I love Dirk and his 44 points from tonight. Now if he could only realize he was meant to be with me..,0,0.6369,very positive,3
 I love him,0,0.6369,very positive,3
 i love my friends. And cant wait for church tomorrow!!!!!! Im up. Up. Up. Right now. This happens frequently.,0,0.858,very positive,3
 i love my momma &lt;3,0,0.6369,very positive,3
 i LOVE shortsTack! (Especially Shaun!!hehe) But(bradie &amp;andy r gorgeous too!!!,0,0.9022,very positive,3
 I love talking to you. Even if its simple words.,0,0.6369,very positive,3
 I love the download fest.,0,0.6369,very positive,3
 I love you,0,0.6369,very positive,3
 i loved the new calf,0,0.5994,very positive,3
 I make nonsense jokes that make pain to others....,0,-0.6124,very negative,0
 i may have diabites i cant spell it but yeah ,0,0.4215,positive,2
 I may not get to keep my engagement ring.. may have to switch it... not fair,0,0.2589,positive,2
 i miss bby V....want to see her NOW!,0,-0.2244,negative,1
 I miss Direct TV...I could be watching the Cake Boss now or already watched it...,0,-0.1531,negative,1
 i miss guild wars... i still haven't touched the most recent one. it's just sitting on my desk. skylar alanine will get some action soon,0,-0.1531,negative,1
 I miss kelli. But I'm glad she's having fun  fun saturday night  goodnight. I miss jeffy.,0,0.8126,very positive,3
 i miss my boys....,0,-0.1531,negative,1
 I miss my brycey alreadt... oside bound.,0,-0.1531,negative,1
 I miss my cell phone ,0,-0.1531,negative,1
 I miss my friends,0,0.3612,positive,2
 i miss my leddy boo...,0,-0.1531,negative,1
 i miss the days when i was the starfish to his sponge,0,-0.1531,negative,1
 I miss us! Miss the old times with the guyz ,0,-0.3595,negative,1
 I need a hug,0,0.4767,positive,2
 I need a money,0,0,positive,2
 I need a new Ipod!! This freaking thing won't Sync anymore!!! Anywho......Hoping the Magics make a run for the W!!!,0,-0.6083,very negative,0
 I NEED A PHONE....MISSIN DA CRACKBERRY RITE NOW,0,0,positive,2
 i need followers-If you want Satellite TV on your pc,0,0.0772,positive,2
 I need ktv!,0,0,positive,2
 I need my car fixed,0,0,positive,2
 I need someone to comfort me,0,0.3612,positive,2
 I need study a lot,0,0,positive,2
 I need you more than you need me...and this hurts Paige.,0,-0.561,very negative,0
 i neva knew gettin an internship was this unpredictable,0,0,positive,2
 did't have proper food from morning on... Liquid diet... Citrus in breakfast &amp; apple shake in lunch...,0,-0.1779,negative,1
 Diego makes Tori sad that she FAILS ! Anti-depressant pills ftw. NOT!,0,-0.639,very negative,0
 Disneyland was great! ... Got to go and pick up the kitties in a minute ... ?,0,0.6588,very positive,3
 Dodgers are doing good today. ^3  6-0 Dodgers 2 outs,0,0.4404,positive,2
- doesn`t have a phone. ,0,0,positive,2
 Doing my Chem 16 Pre-lab. (,0,0,positive,2
 done with benjamin button,0,0,positive,2
 don't feel like cooking...,0,-0.2755,negative,1
 dont get to see my boys tomorroww.im sad,0,-0.4767,negative,1
 dont let me down,0,0,positive,2
- don't you hate it when you iPhone battery dies on you,0,0.4585,positive,2
 DOU GUYZ EVEN C ME HERE!?!?!?!?,0,0,positive,2
 down,0,0,positive,2
 dreams do come true.,0,0.6705,very positive,3
 driving to school without justin texting me.. What a lonely morning,0,-0.3612,negative,1
 dumb kyle i @him but doesnt have me on his updates,0,-0.2846,negative,1
 eatin cereal,0,0,positive,2
 eating food! hahaha,0,0.5983,very positive,3
 eeep i love her. so glad she's around.... hannahh! you said you'd text you never didd!,0,0.8433,very positive,3
 ehhh startin to think this is not for me,0,0,positive,2
 Either my Video Card died or my DVI cord went down the drain...,0,-0.5574,very negative,0
 English tomorrow. *breaks down*,0,0,positive,2
 english,0,0,positive,2
 enjoying my last days of summer &gt;sigh&lt;,0,0.5267,very positive,3
 equals sad. In case you were wondering.,0,-0.4767,negative,1
-- err y am i still awake ? my birthday is june 24th woo hoo  ,0,0.4767,positive,2
 eurgh  silly sick. silly cold. silly tired. needs her stuff back!,0,-0.7345,very negative,0
 even the hoff can't bandaid the scar left by diversity winning and not the father son dancey team.,0,0.5267,very positive,3
 Every boy...Ive never met anyone as cold as them  Well some boys,0,0.2732,positive,2
 every number,0,0.0772,positive,2
 Everybody Hates Vinde.,0,-0.4404,negative,1
 everyone from home is going to the beach today &amp; I'm stuck in philly,0,-0.25,negative,1
 everyone hates canada! No @Mileycyrus and no @mitchelmusso who wants to road trip to fargo to see @mitchelmusso cause i sure am!,0,-0.6792,very negative,0
 exams how i hate exams in the summer ! its not fun not at all !! BEACH i miss you ! &lt;3,0,-0.847,very negative,0
- excited for toms shopping ! ,0,0.4003,positive,2
 faster faster show on 16th in Brunswick,0,0,positive,2
 fed up and upset. i need some good nosh down me and a cuddle from a lovely boy with messy hair please. i need a night out too..,0,0.5994,very positive,3
 Feddy won! Woop woop! Must compose myself now in preparation pour le finale d'Apprentice later. WAY too much excitement for one day!,0,0.8306,very positive,3
 Fifa ticketing just times out. Seems like my 2010 ticket chances are getting less and less...,0,0.5106,very positive,3
 film not on till 7:45,0,0,positive,2
- damn watchin Spidey Man 3  ::tears:: it touched my soul lol,0,0.0258,positive,2
 damn wendy's commerical got that damn song in my head.,0,-0.6597,very negative,0
 damn you mobbing deep,0,-0.4019,negative,1
 Damn. This kinda sucks more than i thought it would. Probably not gonna sleep.,0,-0.6003,very negative,0
 damn...I miss you...,0,-0.1531,negative,1
 dance flick was hilariouss!!!,0,0,positive,2
 dancin todayyy ,0,0,positive,2
- dark angel is so cool. its unfair. i'm gonna go cut myself now ,0,-0.3554,negative,1
 David must be hospitalized for five days end of July (palatine tonsils).,0,0,positive,2
 dear driay LOL emo kid god this so brings back merions ha year 6,0,0.8636,very positive,3
 dear GOD...,0,0.3818,positive,2
 Delivery from Aussie Farmers didn't work. The pity of living in a big apartment complex. Wished I had a house to use their services.,0,0.2235,positive,2
 Design with humor. Escape key on the run!-- http://ow.ly/3dfT,0,0.4753,positive,2
